invoice_id,invoice_date,amount,payment_date
4657,2025-06-15,814.4,2025-06-21
1500,2025-02-11,443.2,2025-03-01
3338,2025-12-19,630.24,2025-12-28
4009,2025-01-19,100.6,2025-02-06
4774,2025-02-14,452.7,2025-03-14
3542,2025-03-19,470.69,2025-03-31
1650,2025-01-04,925.92,2025-01-16
4392,2025-04-18,1096.1,2025-05-17
3206,2025-12-25,913.92,2026-01-06
2581,2025-10-29,350.63,2025-11-14
1973,2025-10-23,650.16,2025-11-07
289,2025-04-21,1166.76,2025-04-26
3456,2025-01-06,207.0,2025-01-29
3653,2025-12-28,1127.2,2026-01-19
3507,2025-06-14,828.8,2025-06-20
1204,2025-08-27,717.57,2025-09-17
701,2025-08-14,2016.2,2025-08-20
1704,2025-01-14,214.3,2025-02-05
155,2025-09-14,2014.8,2025-09-29
4211,2025-10-29,418.2,2025-11-15
1437,2025-01-25,666.72,2025-02-11
3641,2025-03-19,366.24,2025-04-20
2414,2025-06-17,1006.32,2025-07-07
4527,2025-01-14,450.81,2025-02-13
1728,2025-10-10,236.9,2025-10-17
287,2025-03-28,2208.56,2025-04-11
1555,2025-01-22,1293.84,2025-02-12
1074,2025-08-29,890.56,2025-09-05
1565,2025-10-29,1205.71,2025-11-08
343,2025-09-15,641.85,2025-10-08
1484,2025-04-26,224.65,2025-05-30
3724,2025-10-28,934.44,2025-11-16
4622,2025-12-08,641.85,2026-01-06
1512,2025-02-06,214.3,2025-02-21
798,2025-07-31,407.2,2025-08-30
4484,2025-05-31,191.12,2025-06-26
507,2025-09-08,1748.16,2025-10-15
1036,2025-02-27,501.84,2025-03-18
1623,2025-09-24,1425.2,2025-11-02
3302,2025-08-21,1279.26,2025-09-19
1766,2025-02-21,214.3,2025-03-19
3514,2025-07-24,161.98,2025-08-07
2467,2025-10-18,1815.64,2025-11-07
4339,2025-03-05,102.88,2025-04-03
4943,2025-11-05,428.6,2025-11-18
4857,2025-06-11,565.84,2025-07-07
1723,2025-12-28,193.3,2026-01-15
4577,2025-09-04,1066.05,2025-09-10
4972,2025-05-31,146.94,2025-06-26
1742,2025-10-20,732.48,2025-11-14
4756,2025-11-09,318.21,2025-11-20
3570,2025-09-26,836.4,2025-11-02
860,2025-06-18,1365.72,2025-07-27
4427,2025-07-25,451.8,2025-08-24
3767,2025-11-20,50.3,2025-11-30
622,2025-10-19,1285.8,2025-11-07
4961,2025-11-06,984.2,2025-12-14
934,2025-09-06,223.93,2025-09-11
4990,2025-04-30,168.84,2025-06-01
3991,2025-02-13,289.8,2025-03-06
3810,2025-08-27,1098.72,2025-10-01
3821,2025-10-17,1146.72,2025-11-08
4599,2025-01-13,549.36,2025-02-02
2267,2025-10-28,765.76,2025-11-16
936,2025-08-31,633.15,2025-09-13
1345,2025-11-05,1920.49,2025-12-12
1304,2025-01-07,1730.6,2025-02-13
3778,2025-12-24,47.38,2026-01-05
1237,2025-08-22,471.68,2025-09-08
1836,2025-08-21,144.9,2025-09-10
539,2025-07-13,56.36,2025-07-29
1051,2025-08-27,1915.39,2025-09-29
1945,2025-01-13,832.66,2025-02-08
123,2025-12-15,331.2,2026-01-14
2392,2025-01-27,112.72,2025-02-28
2321,2025-08-24,468.72,2025-09-24
4699,2025-06-02,2092.32,2025-06-18
4583,2025-02-15,431.28,2025-03-14
3736,2025-05-01,1355.64,2025-05-07
3244,2025-06-05,851.53,2025-06-24
2263,2025-10-13,300.16,2025-10-21
1142,2025-08-04,1743.6,2025-08-18
3397,2025-03-11,394.52,2025-04-11
3359,2025-04-09,820.26,2025-05-02
1328,2025-07-15,450.81,2025-08-17
3237,2025-09-06,440.82,2025-09-17
97,2025-11-28,89.86,2025-12-06
4254,2025-05-18,201.48,2025-06-14
1789,2025-09-28,372.12,2025-10-16
654,2025-06-12,523.2,2025-07-07
3485,2025-05-04,25.15,2025-05-13
560,2025-05-14,837.12,2025-05-25
4156,2025-11-14,1437.6,2025-12-03
3735,2025-04-03,372.6,2025-04-09
1638,2025-02-25,323.96,2025-03-25
1559,2025-08-26,1066.05,2025-10-03
3354,2025-08-09,488.32,2025-09-12
2765,2025-03-31,689.81,2025-04-19
342,2025-08-03,71.07,2025-08-21
394,2025-03-07,702.59,2025-03-14
3682,2025-10-20,1500.1,2025-11-05
2988,2025-09-09,890.56,2025-09-25
4106,2025-02-03,1111.32,2025-02-21
989,2025-05-05,214.3,2025-06-04
2847,2025-05-12,1108.91,2025-05-18
302,2025-04-05,614.04,2025-05-07
1398,2025-06-08,438.97,2025-06-17
532,2025-06-02,464.31,2025-06-30
4111,2025-08-18,501.85,2025-09-18
1737,2025-01-08,141.72,2025-02-13
3538,2025-02-12,83.34,2025-03-07
4311,2025-04-27,1406.16,2025-05-23
4227,2025-04-23,926.1,2025-05-26
1311,2025-02-20,503.0,2025-03-04
3223,2025-08-14,351.89,2025-08-30
3916,2025-04-08,1173.9,2025-05-11
453,2025-06-30,228.58,2025-07-13
1318,2025-11-03,109.26,2025-11-20
4509,2025-09-09,217.07,2025-10-11
1044,2025-05-25,813.23,2025-06-05
4868,2025-07-25,71.88,2025-08-19
741,2025-11-06,1221.96,2025-12-04
4549,2025-05-04,718.8,2025-05-23
1114,2025-07-02,109.61,2025-08-04
918,2025-11-24,1920.49,2025-12-27
243,2025-02-03,685.74,2025-03-10
1831,2025-03-23,342.32,2025-04-06
2192,2025-08-13,1209.72,2025-08-25
774,2025-10-23,249.3,2025-11-05
249,2025-05-12,355.35,2025-05-21
148,2025-06-17,853.67,2025-07-10
1050,2025-06-21,1242.67,2025-07-03
4282,2025-04-14,1803.19,2025-05-12
820,2025-01-06,97.96,2025-01-11
4214,2026-01-01,558.18,2026-01-19
2034,2025-01-07,328.83,2025-02-02
663,2025-03-03,1194.59,2025-03-13
3346,2025-04-11,775.68,2025-05-10
4795,2025-05-07,1666.8,2025-06-14
2048,2025-11-23,437.04,2025-12-01
3571,2025-12-09,518.0,2025-12-31
4075,2025-06-24,309.28,2025-07-02
4482,2025-03-28,327.78,2025-04-18
1076,2025-01-11,836.4,2025-02-13
469,2025-12-03,752.52,2026-01-02
2859,2025-12-26,493.92,2026-01-05
3198,2025-02-14,94.76,2025-03-18
824,2025-01-13,2014.8,2025-02-21
4987,2025-04-11,1640.52,2025-05-06
812,2025-05-13,1772.16,2025-05-20
2977,2025-12-23,47.86,2026-01-30
4465,2025-11-05,994.08,2025-12-11
2954,2025-06-09,268.8,2025-06-23
3676,2025-03-08,289.8,2025-04-09
857,2025-01-18,462.96,2025-01-23
2476,2025-03-02,1992.06,2025-03-18
1707,2025-03-19,808.74,2025-04-18
2105,2026-01-08,643.2,2026-01-14
4387,2025-02-13,698.88,2025-03-10
266,2025-07-10,820.26,2025-07-21
2325,2025-10-03,213.21,2025-11-08
3058,2025-11-12,1505.52,2025-12-08
3427,2025-12-08,1772.16,2025-12-21
1203,2025-10-18,557.44,2025-11-17
4624,2025-10-09,506.52,2025-10-19
3601,2025-01-26,217.07,2025-02-24
1215,2025-03-05,843.24,2025-03-29
954,2025-03-29,255.92,2025-04-08
3219,2025-06-17,418.56,2025-07-18
4140,2025-06-13,620.2,2025-06-23
4379,2025-08-04,1468.61,2025-08-21
4790,2025-07-27,806.4,2025-08-30
260,2025-06-23,1001.8,2025-07-26
2329,2025-05-09,361.2,2025-05-15
4074,2025-07-29,214.3,2025-08-11
1989,2025-09-27,269.1,2025-10-08
3816,2025-04-04,501.84,2025-05-10
401,2025-11-25,617.4,2026-01-01
3550,2025-08-29,200.74,2025-09-27
1461,2025-04-04,180.6,2025-05-02
436,2025-03-29,361.2,2025-04-24
558,2025-05-20,676.32,2025-05-29
4166,2025-07-29,708.6,2025-08-21
4304,2025-07-11,1242.67,2025-07-30
3135,2025-10-16,1911.2,2025-11-16
4918,2025-03-10,514.4,2025-03-31
1053,2025-05-18,406.62,2025-05-23
2584,2025-07-10,1104.07,2025-08-17
541,2025-05-04,269.58,2025-06-08
30,2025-07-01,139.44,2025-07-25
3915,2025-08-13,470.69,2025-09-04
245,2025-12-30,646.92,2026-02-04
4409,2025-10-07,354.3,2025-10-28
4887,2025-11-01,295.72,2025-11-13
916,2025-08-17,1028.61,2025-09-25
144,2025-07-21,1310.53,2025-08-22
4149,2025-06-04,1335.13,2025-06-27
2231,2025-05-06,1035.02,2025-05-30
1643,2025-11-28,437.04,2026-01-04
1596,2025-01-09,255.92,2025-01-21
3386,2025-08-04,61.04,2025-09-09
4860,2025-10-08,1421.88,2025-11-16
2659,2025-09-04,165.83,2025-09-30
2256,2025-02-26,541.8,2025-03-26
3340,2025-07-24,2146.43,2025-08-31
756,2025-04-03,1720.08,2025-05-11
4582,2025-02-05,937.44,2025-02-17
188,2025-10-13,1119.8,2025-11-11
3730,2025-10-20,1329.12,2025-11-10
382,2025-04-18,734.7,2025-05-19
3000,2025-12-04,403.24,2026-01-08
4181,2025-12-30,159.95,2026-01-25
3437,2025-04-28,673.95,2025-05-05
3303,2025-02-13,415.87,2025-02-21
758,2025-03-18,876.88,2025-04-15
1826,2025-04-15,1214.4,2025-05-07
2929,2025-12-11,338.91,2026-01-19
587,2025-02-18,1439.88,2025-03-10
1711,2025-03-26,171.52,2025-04-19
3254,2025-09-12,790.68,2025-09-26
1716,2025-09-12,722.88,2025-09-19
3462,2025-08-31,1104.07,2025-09-15
1464,2025-01-19,103.5,2025-02-20
3097,2025-08-25,2082.59,2025-09-27
2624,2025-10-06,1254.2,2025-10-21
1293,2025-12-05,934.44,2025-12-26
939,2025-09-23,1311.12,2025-10-13
2061,2025-04-15,332.4,2025-05-02
3476,2025-08-09,670.04,2025-08-24
1998,2025-08-29,632.43,2025-09-30
3654,2025-11-12,488.32,2025-11-29
2714,2025-12-31,770.22,2026-01-16
1687,2025-06-19,307.97,2025-07-14
211,2025-04-19,1173.06,2025-04-28
4849,2025-01-29,369.65,2025-03-05
3545,2025-12-08,118.45,2025-12-26
3675,2025-11-19,154.64,2025-11-30
4581,2025-04-01,347.94,2025-04-19
2699,2025-05-25,112.72,2025-06-12
4997,2025-06-13,201.62,2025-07-16
2324,2025-07-28,278.88,2025-08-18
833,2025-01-29,256.74,2025-02-04
1134,2025-01-30,323.84,2025-02-17
2942,2025-07-16,1420.38,2025-07-22
4704,2025-05-31,717.9,2025-06-10
1878,2025-08-17,255.92,2025-09-18
1988,2025-08-12,1129.7,2025-08-27
2902,2025-06-05,860.04,2025-07-05
2818,2025-06-29,887.16,2025-07-06
1625,2025-11-22,451.8,2025-12-03
1694,2025-11-10,322.56,2025-12-18
2933,2025-10-19,2121.4,2025-11-26
4922,2025-05-30,913.51,2025-06-20
1714,2025-05-20,328.83,2025-05-28
3316,2025-03-17,1394.4,2025-03-27
2986,2025-03-25,1874.88,2025-05-01
4747,2025-10-10,591.44,2025-10-20
244,2025-12-23,1014.48,2026-01-09
4819,2025-10-12,122.08,2025-10-21
2046,2025-06-13,976.08,2025-07-04
3972,2025-05-09,1288.98,2025-05-27
4146,2025-03-28,370.24,2025-04-24
1588,2025-01-23,1279.26,2025-03-01
4296,2025-10-21,575.52,2025-11-03
193,2025-03-01,213.95,2025-04-08
2492,2025-02-27,386.6,2025-04-05
83,2025-09-15,31.01,2025-09-26
1004,2025-01-13,1376.32,2025-02-03
2829,2025-04-09,438.44,2025-04-16
373,2025-10-26,215.04,2025-11-07
4380,2025-12-04,468.72,2025-12-09
4455,2025-01-16,318.21,2025-01-23
1889,2025-06-09,2109.24,2025-06-21
4705,2025-10-14,750.06,2025-10-22
1683,2025-10-07,916.2,2025-10-20
4728,2025-07-24,428.8,2025-07-31
1250,2025-01-17,906.36,2025-02-12
1968,2025-10-08,23.14,2025-10-20
3882,2025-02-28,751.35,2025-03-18
2074,2025-09-15,887.16,2025-09-25
2425,2025-11-19,639.8,2025-12-13
504,2025-03-19,289.8,2025-04-13
2029,2025-04-05,2208.56,2025-04-27
1577,2025-04-05,1264.86,2025-05-09
1756,2025-04-13,587.76,2025-04-21
2466,2025-06-09,115.7,2025-06-14
2005,2025-07-16,342.32,2025-08-20
427,2025-11-04,632.43,2025-12-07
3435,2025-06-11,627.84,2025-06-26
4545,2025-01-08,983.34,2025-02-12
804,2025-08-19,1046.16,2025-09-03
3580,2025-06-09,1159.76,2025-07-05
2463,2025-08-14,276.65,2025-08-19
4063,2025-05-22,539.16,2025-06-01
3694,2025-02-18,657.66,2025-03-26
3183,2025-03-03,752.52,2025-03-24
351,2025-08-17,526.46,2025-09-23
3995,2025-08-06,61.74,2025-08-26
3390,2025-03-16,823.04,2025-03-27
4597,2025-05-27,1028.8,2025-06-29
2109,2025-02-24,913.92,2025-03-20
1409,2025-05-27,335.02,2025-06-08
3331,2025-09-14,722.88,2025-10-19
2955,2025-09-10,71.88,2025-10-13
897,2025-01-14,1218.36,2025-02-13
4724,2025-12-22,50.09,2026-01-18
3638,2025-04-29,903.76,2025-05-22
3525,2025-08-15,401.48,2025-09-03
1167,2025-06-22,339.36,2025-07-03
2087,2025-07-19,430.74,2025-08-24
2894,2025-07-23,479.85,2025-08-29
2564,2025-01-29,217.07,2025-02-11
4529,2025-08-08,629.02,2025-08-17
120,2025-02-08,565.84,2025-03-05
429,2025-04-06,426.42,2025-04-30
3142,2025-12-18,1535.1,2026-01-24
2358,2025-10-02,697.44,2025-10-27
2019,2025-04-04,212.14,2025-05-04
2130,2025-02-22,42.21,2025-03-29
4458,2025-03-21,244.9,2025-04-19
4639,2025-09-17,775.32,2025-09-29
2037,2025-07-13,307.97,2025-07-19
3579,2025-11-23,109.61,2025-12-26
236,2025-06-06,107.52,2025-06-29
912,2025-03-23,1254.96,2025-04-05
615,2025-09-28,215.04,2025-10-29
2724,2025-05-01,288.96,2025-06-05
3216,2025-01-11,1028.61,2025-01-19
4501,2025-11-07,564.39,2025-12-03
341,2025-09-05,604.86,2025-09-24
1814,2025-05-18,1078.2,2025-06-07
1600,2025-09-13,781.77,2025-10-03
204,2025-08-16,742.49,2025-09-17
4014,2025-08-21,51.8,2025-09-11
3028,2025-04-02,703.08,2025-04-24
1325,2025-10-06,575.82,2025-10-13
2027,2025-12-10,443.2,2025-12-22
1495,2025-01-27,23.69,2025-02-24
3556,2025-08-29,426.42,2025-09-04
3604,2025-10-26,806.48,2025-11-18
4606,2025-06-13,915.6,2025-07-15
3311,2025-09-20,144.48,2025-10-17
4343,2025-10-15,470.69,2025-11-11
2911,2025-11-30,83.64,2025-12-08
1958,2025-12-03,824.16,2025-12-19
3842,2025-03-11,301.8,2025-03-25
3529,2025-07-20,1424.93,2025-08-25
4690,2025-07-16,1624.52,2025-08-24
122,2025-07-15,1315.32,2025-08-06
4688,2025-08-29,874.08,2025-09-04
1812,2025-03-25,283.44,2025-04-13
3597,2025-11-16,44.93,2025-12-01
1901,2025-10-02,527.17,2025-10-22
2402,2025-10-03,72.24,2025-11-09
598,2025-12-10,214.4,2026-01-18
1040,2025-08-04,326.95,2025-08-22
3673,2025-07-25,907.29,2025-08-28
1721,2025-01-26,468.72,2025-02-19
1421,2025-11-18,51.8,2025-12-06
2076,2025-03-01,287.16,2025-03-23
4347,2025-09-23,462.96,2025-11-01
3365,2025-05-17,225.44,2025-06-12
2567,2025-12-28,428.8,2026-02-05
1617,2025-05-21,1942.93,2025-06-09
4750,2025-05-02,617.28,2025-06-04
1234,2025-06-09,1108.14,2025-07-13
3156,2025-08-06,569.8,2025-08-31
3277,2025-01-16,223.93,2025-01-31
1976,2025-01-20,1638.9,2025-02-14
395,2025-09-03,584.09,2025-10-06
385,2026-01-03,843.24,2026-01-12
515,2025-06-07,1171.8,2025-07-01
2461,2025-06-14,477.85,2025-06-29
2252,2025-11-18,2208.56,2025-12-14
1593,2025-01-17,1529.64,2025-02-15
4872,2025-04-14,854.56,2025-04-23
2039,2025-06-29,1468.61,2025-08-03
1481,2025-03-21,1278.64,2025-04-20
4101,2025-06-15,323.96,2025-07-08
1063,2025-07-10,402.4,2025-07-28
3440,2025-12-25,281.8,2026-01-23
1659,2025-04-10,665.37,2025-04-18
795,2025-05-17,2259.4,2025-05-27
3305,2025-10-02,496.98,2025-10-07
1771,2025-04-25,627.1,2025-05-15
564,2025-09-18,287.52,2025-10-16
2481,2025-06-07,494.23,2025-06-22
699,2025-01-03,573.36,2025-01-27
2609,2025-04-02,1394.4,2025-04-12
3990,2025-05-26,853.67,2025-06-23
2332,2025-09-30,789.04,2025-10-31
920,2025-02-12,1730.6,2025-02-21
131,2025-07-04,646.92,2025-07-29
3367,2025-06-07,106.07,2025-06-19
4753,2025-07-11,1052.48,2025-08-02
4441,2025-06-30,1045.8,2025-07-22
2363,2025-04-26,421.62,2025-05-25
4503,2025-04-13,425.26,2025-05-12
4603,2025-09-08,1146.72,2025-09-18
3656,2025-03-25,542.16,2025-04-28
2637,2025-03-05,38.66,2025-03-23
4479,2025-08-02,740.88,2025-08-29
1686,2025-10-17,1096.1,2025-11-07
4652,2025-03-06,538.78,2025-03-22
949,2025-11-23,915.6,2025-12-05
4126,2025-11-17,722.88,2025-12-07
41,2025-04-11,1323.4,2025-04-19
2887,2025-11-07,415.5,2025-11-12
423,2025-12-24,223.93,2026-01-13
133,2025-10-10,2015.33,2025-11-17
1974,2025-08-25,403.13,2025-09-02
2990,2025-07-18,228.58,2025-07-26
4489,2025-12-24,69.72,2026-01-16
1212,2025-08-05,201.48,2025-08-29
4193,2025-10-18,1330.74,2025-11-20
1353,2025-10-03,450.11,2025-10-25
1416,2025-12-20,585.48,2026-01-10
1793,2025-11-26,1185.24,2025-12-27
2265,2025-05-29,193.9,2025-06-25
4989,2025-04-15,1062.9,2025-04-27
1808,2025-08-31,379.04,2025-09-07
1902,2025-06-04,814.4,2025-07-05
4733,2025-10-09,97.96,2025-11-03
3942,2025-07-02,590.94,2025-08-01
2858,2025-01-22,361.2,2025-02-19
4917,2025-01-11,1173.06,2025-02-10
1242,2025-08-01,1083.42,2025-08-24
3426,2025-11-06,310.5,2025-11-26
616,2025-02-12,117.18,2025-02-22
4200,2026-01-05,632.52,2026-02-12
1576,2025-11-16,1713.77,2025-12-03
58,2025-08-02,784.8,2025-08-19
4676,2025-08-22,208.26,2025-09-30
3391,2025-08-03,231.96,2025-09-05
216,2025-10-09,1421.88,2025-10-17
937,2025-11-11,1108.91,2025-12-19
2580,2026-01-06,261.6,2026-01-13
3150,2025-05-07,1527.0,2025-06-08
3822,2025-10-27,500.04,2025-11-03
2883,2025-07-13,1715.7,2025-08-11
3885,2025-07-08,439.66,2025-07-14
2184,2025-07-01,901.62,2025-07-10
2761,2025-10-31,191.44,2025-11-07
4867,2025-03-09,333.36,2025-03-15
3496,2025-03-19,372.6,2025-04-17
1845,2025-07-08,2324.8,2025-08-08
3383,2025-03-03,601.08,2025-03-08
71,2025-08-29,1550.64,2025-10-03
1180,2025-10-24,800.03,2025-11-14
1957,2025-05-24,784.8,2025-06-05
1251,2025-06-08,313.55,2025-07-03
3347,2025-11-15,976.64,2025-12-07
4566,2025-12-20,775.32,2026-01-19
3292,2025-02-15,234.36,2025-03-05
619,2025-08-30,887.16,2025-09-26
448,2025-09-01,138.5,2025-10-02
3551,2025-11-24,331.2,2025-12-21
951,2025-09-24,406.62,2025-10-16
4336,2025-10-02,732.48,2025-10-07
344,2025-01-10,684.64,2025-02-18
1633,2025-01-19,1108.91,2025-01-30
3892,2025-06-30,1863.37,2025-08-02
3147,2025-10-08,833.4,2025-10-27
2209,2025-03-02,739.3,2025-03-09
64,2025-07-02,1523.34,2025-08-04
1034,2025-11-24,1350.33,2026-01-02
115,2025-05-16,372.12,2025-05-21
2409,2025-04-23,112.97,2025-05-29
4053,2025-12-09,370.24,2026-01-11
2366,2025-01-12,1178.65,2025-01-20
974,2025-09-02,1008.1,2025-09-24
3947,2025-12-12,1859.84,2026-01-05
3016,2025-04-17,1354.5,2025-04-25
484,2025-10-12,128.64,2025-11-14
4838,2025-02-09,740.88,2025-02-28
1113,2025-08-28,836.4,2025-09-17
1586,2025-11-14,1003.68,2025-12-09
2607,2025-03-10,53.76,2025-04-14
1851,2025-02-23,685.74,2025-04-01
298,2025-10-23,1405.18,2025-11-15
3421,2025-08-17,221.6,2025-09-08
850,2025-12-24,252.84,2026-01-02
390,2025-07-17,256.74,2025-08-07
3731,2026-01-02,351.54,2026-01-21
222,2025-08-09,84.42,2025-08-24
511,2025-03-21,541.8,2025-04-10
3540,2025-06-20,248.08,2025-07-29
2154,2025-11-12,983.78,2025-11-30
1347,2025-10-25,1208.19,2025-11-08
2002,2025-04-14,685.72,2025-04-19
2297,2025-11-09,646.92,2025-12-13
4007,2025-09-12,425.26,2025-10-01
3677,2025-08-28,513.48,2025-09-15
2230,2025-05-02,70.27,2025-05-23
3922,2025-06-12,1500.1,2025-06-28
483,2025-02-23,650.16,2025-03-10
4721,2025-02-08,351.35,2025-03-07
1744,2025-08-22,1209.72,2025-09-04
4580,2025-05-28,249.3,2025-07-02
1614,2025-03-15,31.99,2025-03-30
4909,2025-05-23,651.17,2025-06-06
4292,2025-03-05,517.51,2025-03-16
4218,2025-12-25,1119.8,2026-02-01
4758,2025-02-22,95.72,2025-03-04
2065,2025-10-27,1807.52,2025-12-02
502,2025-12-13,96.96,2026-01-14
4177,2025-06-24,958.12,2025-07-24
53,2025-11-25,913.92,2025-12-08
1535,2025-12-30,553.8,2026-02-06
2507,2025-10-05,820.26,2025-10-24
2170,2025-09-28,538.78,2025-10-13
1805,2025-06-08,1529.64,2025-06-15
1972,2025-10-16,1208.88,2025-11-17
635,2025-06-14,1014.48,2025-07-06
1302,2025-03-07,815.23,2025-03-26
2245,2025-11-21,1607.25,2025-12-07
4937,2025-05-20,601.08,2025-06-07
428,2025-10-25,249.3,2025-10-30
1673,2025-05-10,909.34,2025-06-01
628,2025-04-14,221.6,2025-04-27
3128,2025-01-18,686.08,2025-02-07
4693,2025-03-08,1142.9,2025-04-06
4302,2025-09-20,577.92,2025-10-08
4475,2025-04-15,1365.72,2025-05-13
3011,2025-06-10,602.22,2025-06-23
239,2025-08-19,1254.6,2025-09-26
3707,2025-09-15,128.64,2025-10-03
2928,2025-04-17,1208.19,2025-05-10
3860,2025-08-03,517.51,2025-09-02
3229,2025-10-24,301.11,2025-11-02
1505,2025-06-11,725.2,2025-06-28
51,2025-03-24,318.21,2025-04-13
649,2025-04-16,145.44,2025-05-09
1666,2025-11-04,1115.52,2025-12-05
872,2025-03-12,201.62,2025-04-11
4150,2025-12-20,843.24,2026-01-06
1349,2025-11-11,1028.8,2025-12-11
1662,2025-03-13,1534.54,2025-04-13
348,2025-12-30,416.7,2026-01-16
2772,2025-07-10,278.88,2025-08-06
2900,2025-05-06,914.32,2025-06-14
3851,2025-01-25,1208.19,2025-02-28
2524,2025-12-21,1021.44,2026-01-20
4905,2025-04-04,82.8,2025-04-13
4714,2025-07-26,1060.7,2025-08-16
2080,2026-01-03,75.45,2026-01-27
4921,2025-06-25,1293.84,2025-07-20
4398,2025-11-20,101.8,2025-12-02
3897,2026-01-03,402.96,2026-01-25
745,2025-06-01,354.3,2025-06-08
4968,2025-04-10,165.83,2025-04-29
3157,2025-05-15,781.77,2025-06-09
3256,2025-04-13,676.32,2025-04-27
4017,2026-01-05,269.1,2026-01-27
4359,2025-10-24,1992.06,2025-11-03
2690,2025-12-28,848.56,2026-01-03
424,2025-12-10,277.0,2025-12-23
2244,2025-05-06,1942.93,2025-06-11
4974,2025-10-08,225.94,2025-10-16
2920,2025-11-01,464.96,2025-12-01
665,2026-01-08,208.26,2026-02-16
2754,2025-07-16,100.37,2025-08-09
1665,2025-08-08,62.71,2025-08-21
2247,2025-10-15,1928.7,2025-11-21
1698,2025-06-18,418.56,2025-07-06
1583,2025-07-09,232.48,2025-08-17
3978,2025-04-04,218.52,2025-04-18
254,2025-12-01,783.68,2025-12-17
2808,2025-11-16,443.58,2025-12-01
359,2025-09-10,217.07,2025-10-04
3781,2025-08-16,627.48,2025-09-01
4255,2025-04-10,1066.07,2025-05-14
3717,2025-04-26,1815.64,2025-05-19
3629,2025-10-14,115.98,2025-11-13
3422,2025-12-08,500.9,2026-01-10
2809,2025-04-22,657.22,2025-05-07
4675,2025-12-21,366.24,2026-01-09
687,2025-04-07,415.87,2025-05-12
4051,2025-02-18,806.48,2025-03-08
2485,2025-05-01,234.36,2025-05-24
3750,2025-05-27,227.7,2025-06-26
3748,2025-07-19,802.62,2025-08-17
3992,2025-10-14,802.62,2025-11-15
1609,2025-08-08,319.9,2025-08-17
4407,2025-09-03,1323.4,2025-10-01
814,2025-07-17,171.16,2025-08-22
4411,2025-04-13,308.64,2025-05-13
1560,2025-09-09,1863.37,2025-10-03
4169,2025-09-15,501.84,2025-09-28
3483,2026-01-03,385.92,2026-01-14
1592,2025-06-16,339.36,2025-06-24
1811,2025-02-22,836.64,2025-03-05
2254,2025-07-24,632.1,2025-08-25
2001,2025-05-01,585.9,2025-05-25
240,2025-09-12,685.72,2025-10-17
1640,2025-06-20,1150.08,2025-06-26
3235,2025-06-22,369.65,2025-07-06
4412,2025-10-03,46.28,2025-10-10
3268,2025-06-19,1405.4,2025-07-22
3190,2025-09-18,913.51,2025-10-16
2334,2025-04-11,633.15,2025-05-05
1619,2025-07-05,930.62,2025-07-11
647,2025-04-02,299.53,2025-04-28
4722,2025-03-12,2285.8,2025-04-07
1111,2025-09-07,591.44,2025-09-23
2404,2025-09-15,63.98,2025-09-20
3469,2025-05-26,627.84,2025-06-14
2611,2025-11-13,526.46,2025-12-14
4678,2025-04-18,584.09,2025-05-25
3511,2025-11-03,1425.2,2025-11-16
3387,2025-04-08,1111.32,2025-05-06
3443,2025-05-25,1137.12,2025-06-29
81,2025-09-20,231.96,2025-10-16
3661,2025-06-24,1264.2,2025-07-29
3932,2025-12-01,833.4,2025-12-28
1538,2025-03-30,143.76,2025-04-08
4299,2025-08-07,433.44,2025-09-06
3309,2025-08-15,89.86,2025-09-01
152,2025-03-03,617.28,2025-04-10
4710,2025-09-21,284.28,2025-10-27
3921,2025-11-07,505.68,2025-12-02
976,2025-03-16,1173.06,2025-04-04
3674,2025-07-30,331.2,2025-08-21
2114,2025-03-02,852.84,2025-04-01
3610,2025-02-22,877.94,2025-03-21
3278,2025-03-22,506.52,2025-04-25
2884,2025-07-07,642.9,2025-07-23
2196,2025-11-17,1627.36,2025-11-27
3053,2025-05-31,732.48,2025-06-05
3121,2025-03-06,97.96,2025-03-15
3618,2025-12-13,73.93,2026-01-19
498,2025-02-07,333.36,2025-02-24
3784,2025-09-18,180.72,2025-10-11
3934,2025-01-09,579.9,2025-01-26
4861,2025-01-07,305.2,2025-01-13
4261,2025-11-05,260.59,2025-12-11
650,2025-05-19,302.22,2025-06-26
1122,2025-04-30,188.13,2025-06-08
3534,2025-06-14,763.81,2025-07-10
231,2025-06-24,47.86,2025-07-02
2587,2025-08-27,449.3,2025-09-12
3276,2025-11-16,727.43,2025-11-29
3634,2025-12-01,287.16,2026-01-02
4798,2025-12-26,553.8,2026-01-26
4346,2025-11-20,225.94,2025-11-28
4239,2025-02-12,61.74,2025-03-03
2795,2025-08-26,1337.84,2025-09-04
440,2025-01-20,669.12,2025-01-27
1048,2025-01-19,301.8,2025-02-08
4334,2025-09-11,773.2,2025-10-02
233,2025-12-19,621.6,2026-01-12
1098,2025-02-10,502.58,2025-03-03
3697,2025-07-11,250.84,2025-07-26
2112,2025-11-22,1528.96,2025-12-14
3472,2025-11-05,562.16,2025-11-16
4134,2025-11-26,1416.78,2025-12-13
3644,2025-03-20,257.2,2025-03-26
2472,2025-10-26,361.2,2025-11-01
2711,2025-08-10,669.12,2025-09-15
4390,2025-07-13,355.35,2025-08-13
3240,2025-10-22,383.88,2025-11-16
321,2025-02-07,1254.6,2025-03-13
1387,2026-01-03,1051.16,2026-01-18
